#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-29b-1-5p	6230.00	hsa-mir-29b-1	6230.00	743.00	1828.00	1638.00	696.00	566.00	759.00	285.47	322.32	270.79	116.30	131.54	146.87
hsa-miR-29b-3p	953.00	hsa-mir-29b-1	953.00	48.00	149.00	72.00	170.00	293.00	221.00	18.44	26.27	11.90	28.41	68.09	42.76
hsa-miR-29b-2-5p	311.00	hsa-mir-29b-2	311.00	22.00	64.00	44.00	43.00	104.00	34.00	8.45	11.28	7.27	7.18	24.17	6.58
hsa-miR-29b-3p	953.00	hsa-mir-29b-2	953.00	48.00	149.00	72.00	170.00	293.00	221.00	18.44	26.27	11.90	28.41	68.09	42.76
hsa-miR-29c-3p	1488.00	hsa-mir-29c	1488.00	94.00	232.00	132.00	380.00	455.00	195.00	36.12	40.91	21.82	63.50	105.74	37.73
hsa-miR-29c-5p	276.00	hsa-mir-29c	276.00	31.00	0	58.00	31.00	100.00	56.00	11.91	0	9.59	5.18	23.24	10.84
hsa-miR-300	0.00	hsa-mir-300	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301a-5p	144.00	hsa-mir-301a	144.00	0	73.00	24.00	14.00	0	33.00	0	12.87	3.97	2.34	0	6.39
hsa-miR-301a-3p	183.00	hsa-mir-301a	183.00	8.00	23.00	55.00	16.00	39.00	42.00	3.07	4.06	9.09	2.67	9.06	8.13
hsa-miR-301b-5p	24.00	hsa-mir-301b	24.00	0	24.00	0	0	0	0	0	4.23	0	0	0	0
hsa-miR-301b-3p	4.00	hsa-mir-301b	4.00	0	0	0	0	0	4.00	0	0	0	0	0	0.77
hsa-miR-302a-3p	0.00	hsa-mir-302a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-5p	0.00	hsa-mir-302a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-5p	0.00	hsa-mir-302b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-3p	33.00	hsa-mir-302b	33.00	0	33.00	0	0	0	0	0	5.82	0	0	0	0
hsa-miR-302c-5p	0.00	hsa-mir-302c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-3p	0.00	hsa-mir-302c	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-3p	10.00	hsa-mir-302d	10.00	0	10.00	0	0	0	0	0	1.76	0	0	0	0
hsa-miR-302d-5p	0.00	hsa-mir-302d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302e	0.00	hsa-mir-302e	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302f	0.00	hsa-mir-302f	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-5p	0.00	hsa-mir-3059	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-3p	0.00	hsa-mir-3059	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	38.00	hsa-mir-3064	38.00	2.00	0	23.00	0	13.00	0	0.77	0	3.80	0	3.02	0
hsa-miR-3064-3p	0.00	hsa-mir-3064	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3065-3p	99.00	hsa-mir-3065	99.00	0	0	0	67.00	13.00	19.00	0	0	0	11.20	3.02	3.68
hsa-miR-3065-5p	239.00	hsa-mir-3065	239.00	23.00	40.00	24.00	67.00	34.00	51.00	8.84	7.05	3.97	11.20	7.90	9.87
hsa-miR-3074-5p	16.00	hsa-mir-3074	16.00	0	0	0	2.00	0	14.00	0	0	0	0.33	0	2.71
hsa-miR-3074-3p	14.00	hsa-mir-3074	14.00	0	0	0	0	14.00	0	0	0	0	0	3.25	0
hsa-miR-3085-3p	0.00	hsa-mir-3085	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3085-5p	0.00	hsa-mir-3085	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-5p	278824.00	hsa-mir-30a	278824.00	9463.00	43926.00	25389.00	92931.00	50470.00	56645.00	3635.78	7745.25	4197.31	15528.07	11728.95	10960.80
hsa-miR-30a-3p	13716.00	hsa-mir-30a	13716.00	547.00	2418.00	1880.00	3636.00	2341.00	2894.00	210.16	426.35	310.80	607.55	544.04	559.99
hsa-miR-30b-5p	14954.00	hsa-mir-30b	14954.00	1499.00	3109.00	2432.00	2871.00	1933.00	3110.00	575.93	548.19	402.06	479.72	449.22	601.78
hsa-miR-30b-3p	201.00	hsa-mir-30b	201.00	34.00	0	45.00	58.00	32.00	32.00	13.06	0	7.44	9.69	7.44	6.19
hsa-miR-30c-5p	204965.00	hsa-mir-30c-1	204965.00	16847.00	42061.00	34146.00	44072.00	29612.00	38227.00	6472.78	7416.40	5645.02	7364.10	6881.66	7396.92
hsa-miR-30c-1-3p	251.00	hsa-mir-30c-1	251.00	0	59.00	41.00	103.00	1.00	47.00	0	10.40	6.78	17.21	0.23	9.09
hsa-miR-30c-2-3p	1333.00	hsa-mir-30c-2	1333.00	51.00	199.00	123.00	425.00	307.00	228.00	19.59	35.09	20.33	71.01	71.35	44.12
hsa-miR-30c-5p	205006.00	hsa-mir-30c-2	205006.00	16866.00	42011.00	34151.00	44124.00	29619.00	38235.00	6480.08	7407.59	5645.85	7372.79	6883.29	7398.47
hsa-miR-30d-3p	51.00	hsa-mir-30d	51.00	0	2.00	14.00	12.00	1.00	22.00	0	0.35	2.31	2.01	0.23	4.26
hsa-miR-30d-5p	198898.00	hsa-mir-30d	198898.00	16970.00	46166.00	32978.00	47179.00	25111.00	30494.00	6520.04	8140.22	5451.93	7883.26	5835.66	5900.59
hsa-miR-30e-3p	4336.00	hsa-mir-30e	4336.00	483.00	957.00	844.00	752.00	560.00	740.00	185.57	168.74	139.53	125.65	130.14	143.19
hsa-miR-30e-5p	55780.00	hsa-mir-30e	55780.00	3669.00	11792.00	7435.00	12228.00	8675.00	11981.00	1409.67	2079.22	1229.16	2043.21	2016.02	2318.32
hsa-miR-31-5p	49105.00	hsa-mir-31	49105.00	3094.00	7884.00	6159.00	12819.00	7457.00	11692.00	1188.74	1390.15	1018.21	2141.96	1732.97	2262.40
hsa-miR-31-3p	146.00	hsa-mir-31	146.00	0	0	59.00	49.00	18.00	20.00	0	0	9.75	8.19	4.18	3.87
hsa-miR-3115	33.00	hsa-mir-3115	33.00	0	0	33.00	0	0	0	0	0	5.46	0	0	0
hsa-miR-3116	0.00	hsa-mir-3116-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3116	0.00	hsa-mir-3116-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-5p	0.00	hsa-mir-3117	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-3p	0.00	hsa-mir-3117	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0.00	hsa-mir-3118-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0.00	hsa-mir-3118-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0.00	hsa-mir-3118-3	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0.00	hsa-mir-3118-4	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	0.00	hsa-mir-3119-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	0.00	hsa-mir-3119-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	55.00	hsa-mir-3120	55.00	0	27.00	0	4.00	17.00	7.00	0	4.76	0	0.67	3.95	1.35
hsa-miR-3120-5p	0.00	hsa-mir-3120	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	7.00	hsa-mir-3121	7.00	0	0	0	0	0	7.00	0	0	0	0	0	1.35
hsa-miR-3121-5p	0.00	hsa-mir-3121	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0.00	hsa-mir-3122	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3123	0.00	hsa-mir-3123	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	0.00	hsa-mir-3124	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-3p	0.00	hsa-mir-3124	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3125	67.00	hsa-mir-3125	67.00	0	0	15.00	24.00	12.00	16.00	0	0	2.48	4.01	2.79	3.10
hsa-miR-3126-5p	101.00	hsa-mir-3126	101.00	22.00	23.00	52.00	0	0	4.00	8.45	4.06	8.60	0	0	0.77
hsa-miR-3126-3p	0.00	hsa-mir-3126	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-5p	19.00	hsa-mir-3127	19.00	0	0	0	5.00	0	14.00	0	0	0	0.84	0	2.71
hsa-miR-3127-3p	7.00	hsa-mir-3127	7.00	0	0	7.00	0	0	0	0	0	1.16	0	0	0
hsa-miR-3128	0.00	hsa-mir-3128	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-5p	30.00	hsa-mir-3129	30.00	0	0	0	0	29.00	1.00	0	0	0	0	6.74	0.19
hsa-miR-3129-3p	494.00	hsa-mir-3129	494.00	3.00	79.00	126.00	7.00	221.00	58.00	1.15	13.93	20.83	1.17	51.36	11.22
hsa-miR-3130-3p	58.00	hsa-mir-3130-1	58.00	0	0	31.00	13.00	10.00	4.00	0	0	5.12	2.17	2.32	0.77
hsa-miR-3130-3p	58.00	hsa-mir-3130-2	58.00	0	0	31.00	13.00	10.00	4.00	0	0	5.12	2.17	2.32	0.77
hsa-miR-3131	27.00	hsa-mir-3131	27.00	0	0	0	6.00	0	21.00	0	0	0	1.00	0	4.06
hsa-miR-3132	26.00	hsa-mir-3132	26.00	0	0	0	14.00	0	12.00	0	0	0	2.34	0	2.32
hsa-miR-3133	21.00	hsa-mir-3133	21.00	0	0	21.00	0	0	0	0	0	3.47	0	0	0
hsa-miR-3134	13.00	hsa-mir-3134	13.00	0	13.00	0	0	0	0	0	2.29	0	0	0	0
hsa-miR-3135a	6.00	hsa-mir-3135a	6.00	0	6.00	0	0	0	0	0	1.06	0	0	0	0
hsa-miR-3135b	1.00	hsa-mir-3135b	1.00	0	0	1.00	0	0	0	0	0	0.17	0	0	0
hsa-miR-3136-5p	0.00	hsa-mir-3136	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-3p	0.00	hsa-mir-3136	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3137	0.00	hsa-mir-3137	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3138	14.00	hsa-mir-3138	14.00	0	0	14.00	0	0	0	0	0	2.31	0	0	0
hsa-miR-3139	0.00	hsa-mir-3139	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-5p	0.00	hsa-mir-3140	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-3p	91.00	hsa-mir-3140	91.00	0	0	63.00	0	28.00	0	0	0	10.42	0	6.51	0
hsa-miR-3141	6.00	hsa-mir-3141	6.00	0	0	0	0	0	6.00	0	0	0	0	0	1.16
hsa-miR-3142	0.00	hsa-mir-3142	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3142	0.00	hsa-mir-3142	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3143	1.00	hsa-mir-3143	1.00	0	1.00	0	0	0	0	0	0.18	0	0	0	0
hsa-miR-3144-5p	24.00	hsa-mir-3144	24.00	0	0	24.00	0	0	0	0	0	3.97	0	0	0
hsa-miR-3144-3p	22.00	hsa-mir-3144	22.00	0	0	0	0	0	22.00	0	0	0	0	0	4.26
hsa-miR-3145-5p	0.00	hsa-mir-3145	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	0.00	hsa-mir-3145	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3146	0.00	hsa-mir-3146	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3147	0.00	hsa-mir-3147	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3148	0.00	hsa-mir-3148	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3149	0.00	hsa-mir-3149	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150a-5p	10.00	hsa-mir-3150a	10.00	0	0	9.00	0	0	1.00	0	0	1.49	0	0	0.19
hsa-miR-3150a-3p	8.00	hsa-mir-3150a	8.00	5.00	0	0	0	0	3.00	1.92	0	0	0	0	0.58
hsa-miR-3150b-3p	11.00	hsa-mir-3150b	11.00	0	0	0	0	0	11.00	0	0	0	0	0	2.13
hsa-miR-3150b-5p	0.00	hsa-mir-3150b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-3p	0.00	hsa-mir-3151	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0.00	hsa-mir-3151	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-5p	0.00	hsa-mir-3152	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-3p	0.00	hsa-mir-3152	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0.00	hsa-mir-3153	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	0.00	hsa-mir-3154	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155a	0.00	hsa-mir-3155a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155b	0.00	hsa-mir-3155a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155b	0.00	hsa-mir-3155b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0.00	hsa-mir-3156-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-3p	0.00	hsa-mir-3156-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0.00	hsa-mir-3156-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-3p	0.00	hsa-mir-3156-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0.00	hsa-mir-3156-3	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-3p	0.00	hsa-mir-3157	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-5p	0.00	hsa-mir-3157	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3158-3p	116.00	hsa-mir-3158-1	116.00	12.00	41.00	14.00	28.00	11.00	10.00	4.61	7.23	2.31	4.68	2.56	1.93
hsa-miR-3158-5p	0.00	hsa-mir-3158-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3158-3p	116.00	hsa-mir-3158-2	116.00	12.00	41.00	14.00	28.00	11.00	10.00	4.61	7.23	2.31	4.68	2.56	1.93
hsa-miR-3158-5p	0.00	hsa-mir-3158-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3159	15.00	hsa-mir-3159	15.00	0	0	15.00	0	0	0	0	0	2.48	0	0	0
hsa-miR-3160-3p	0.00	hsa-mir-3160-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-5p	0.00	hsa-mir-3160-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-3p	0.00	hsa-mir-3160-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-5p	0.00	hsa-mir-3160-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0.00	hsa-mir-3161	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-3p	0.00	hsa-mir-3162	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-5p	0.00	hsa-mir-3162	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	29.00	hsa-mir-3163	29.00	0	0	13.00	0	16.00	0	0	0	2.15	0	3.72	0
hsa-miR-3164	0.00	hsa-mir-3164	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3165	1.00	hsa-mir-3165	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0.19
hsa-miR-3166	0.00	hsa-mir-3166	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	0.00	hsa-mir-3167	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0.00	hsa-mir-3168	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	0.00	hsa-mir-3169	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	2.00	hsa-mir-3170	2.00	0	0	2.00	0	0	0	0	0	0.33	0	0	0
hsa-miR-3171	0.00	hsa-mir-3171	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-5p	78.00	hsa-mir-3173	78.00	20.00	0	22.00	13.00	17.00	6.00	7.68	0	3.64	2.17	3.95	1.16
hsa-miR-3173-3p	13.00	hsa-mir-3173	13.00	0	0	13.00	0	0	0	0	0	2.15	0	0	0
hsa-miR-3174	10.00	hsa-mir-3174	10.00	0	0	0	0	10.00	0	0	0	0	0	2.32	0
hsa-miR-3175	16.00	hsa-mir-3175	16.00	0	0	0	0	0	16.00	0	0	0	0	0	3.10
hsa-miR-3176	0.00	hsa-mir-3176	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3177-3p	169.00	hsa-mir-3177	169.00	11.00	29.00	63.00	31.00	22.00	13.00	4.23	5.11	10.42	5.18	5.11	2.52
hsa-miR-3177-5p	0.00	hsa-mir-3177	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3178	0.00	hsa-mir-3178	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179	57.00	hsa-mir-3179-1	57.00	0	8.00	9.00	0	17.00	23.00	0	1.41	1.49	0	3.95	4.45
hsa-miR-3179	57.00	hsa-mir-3179-2	57.00	0	8.00	9.00	0	17.00	23.00	0	1.41	1.49	0	3.95	4.45
hsa-miR-3179	57.00	hsa-mir-3179-3	57.00	0	8.00	9.00	0	17.00	23.00	0	1.41	1.49	0	3.95	4.45
hsa-miR-3179	57.00	hsa-mir-3179-4	57.00	0	8.00	9.00	0	17.00	23.00	0	1.41	1.49	0	3.95	4.45
hsa-miR-3180-3p	316.00	hsa-mir-3180-1	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180	316.00	hsa-mir-3180-1	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180-5p	6.00	hsa-mir-3180-1	6.00	0	0	0	5.00	0	1.00	0	0	0	0.84	0	0.19
hsa-miR-3180-3p	316.00	hsa-mir-3180-2	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180	316.00	hsa-mir-3180-2	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180-5p	6.00	hsa-mir-3180-2	6.00	0	0	0	5.00	0	1.00	0	0	0	0.84	0	0.19
hsa-miR-3180-3p	316.00	hsa-mir-3180-3	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180	316.00	hsa-mir-3180-3	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180-5p	6.00	hsa-mir-3180-3	6.00	0	0	0	5.00	0	1.00	0	0	0	0.84	0	0.19
hsa-miR-3180-3p	316.00	hsa-mir-3180-4	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180	316.00	hsa-mir-3180-4	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180-3p	316.00	hsa-mir-3180-5	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3180	316.00	hsa-mir-3180-5	316.00	29.00	108.00	112.00	16.00	33.00	18.00	11.14	19.04	18.52	2.67	7.67	3.48
hsa-miR-3181	0.00	hsa-mir-3181	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	0.00	hsa-mir-3182	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	15.00	hsa-mir-3183	15.00	0	0	0	0	0	15.00	0	0	0	0	0	2.90
hsa-miR-3184-3p	0.00	hsa-mir-3184	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-5p	4.00	hsa-mir-3184	4.00	0	0	0	4.00	0	0	0	0	0	0.67	0	0
hsa-miR-3185	0.00	hsa-mir-3185	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0.00	hsa-mir-3186	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0.00	hsa-mir-3186	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-5p	0.00	hsa-mir-3187	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	162.00	hsa-mir-3187	162.00	34.00	55.00	26.00	24.00	18.00	5.00	13.06	9.70	4.30	4.01	4.18	0.97
hsa-miR-3188	0.00	hsa-mir-3188	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3189-3p	0.00	hsa-mir-3189	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3189-5p	0.00	hsa-mir-3189	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-5p	0.00	hsa-mir-3190	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-3p	0.00	hsa-mir-3190	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	21.00	hsa-mir-3191	21.00	0	0	0	21.00	0	0	0	0	0	3.51	0	0
hsa-miR-3191-5p	0.00	hsa-mir-3191	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p	0.00	hsa-mir-3192	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	9.00	hsa-mir-3192	9.00	0	0	9.00	0	0	0	0	0	1.49	0	0	0
hsa-miR-3193	0.00	hsa-mir-3193	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-3p	0.00	hsa-mir-3194	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-5p	0.00	hsa-mir-3194	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195	0.00	hsa-mir-3195	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3196	21.00	hsa-mir-3196	21.00	0	0	0	0	0	21.00	0	0	0	0	0	4.06
hsa-miR-3197	0.00	hsa-mir-3197	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	23.00	hsa-mir-3198-1	23.00	0	23.00	0	0	0	0	0	4.06	0	0	0	0
hsa-miR-3198	23.00	hsa-mir-3198-2	23.00	0	23.00	0	0	0	0	0	4.06	0	0	0	0
hsa-miR-3199	12.00	hsa-mir-3199-1	12.00	0	0	12.00	0	0	0	0	0	1.98	0	0	0
hsa-miR-3199	12.00	hsa-mir-3199-2	12.00	0	0	12.00	0	0	0	0	0	1.98	0	0	0
hsa-miR-32-5p	874.00	hsa-mir-32	874.00	86.00	59.00	75.00	218.00	220.00	216.00	33.04	10.40	12.40	36.43	51.13	41.80
hsa-miR-32-3p	6812.00	hsa-mir-32	6812.00	778.00	1087.00	1777.00	1445.00	595.00	1130.00	298.92	191.67	293.77	241.45	138.27	218.65
hsa-miR-3200-5p	102.00	hsa-mir-3200	102.00	19.00	0	27.00	17.00	30.00	9.00	7.30	0	4.46	2.84	6.97	1.74
hsa-miR-3200-3p	549.00	hsa-mir-3200	549.00	175.00	30.00	135.00	103.00	70.00	36.00	67.24	5.29	22.32	17.21	16.27	6.97
hsa-miR-3201	0.00	hsa-mir-3201	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202	0.00	hsa-mir-3202-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202	0.00	hsa-mir-3202-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320a-3p	345592.00	hsa-mir-320a	345592.00	38483.00	66696.00	96854.00	52251.00	39686.00	51622.00	14785.54	11760.17	16011.92	8730.75	9222.81	9988.85
hsa-miR-320a-5p	0.00	hsa-mir-320a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320b	9854.00	hsa-mir-320b-1	9854.00	1439.00	2497.00	2487.00	903.00	886.00	1642.00	552.88	440.28	411.15	150.88	205.90	317.73
hsa-miR-320b	9734.00	hsa-mir-320b-2	9734.00	1422.00	2538.00	2490.00	866.00	817.00	1601.00	546.35	447.51	411.65	144.70	189.87	309.79
hsa-miR-320c	5700.00	hsa-mir-320c-1	5700.00	836.00	1789.00	1259.00	425.00	380.00	1011.00	321.20	315.45	208.14	71.01	88.31	195.63
hsa-miR-320c	5941.00	hsa-mir-320c-2	5941.00	841.00	1891.00	1303.00	498.00	380.00	1028.00	323.12	333.43	215.41	83.21	88.31	198.92
hsa-miR-320d	2780.00	hsa-mir-320d-1	2780.00	363.00	1006.00	607.00	220.00	103.00	481.00	139.47	177.38	100.35	36.76	23.94	93.07
hsa-miR-320d	2590.00	hsa-mir-320d-2	2590.00	353.00	947.00	576.00	170.00	86.00	458.00	135.63	166.98	95.22	28.41	19.99	88.62
hsa-miR-320e	253.00	hsa-mir-320e	253.00	42.00	64.00	47.00	50.00	15.00	35.00	16.14	11.28	7.77	8.35	3.49	6.77
hsa-miR-323a-5p	76.00	hsa-mir-323a	76.00	0	17.00	15.00	9.00	23.00	12.00	0	3.00	2.48	1.50	5.35	2.32
hsa-miR-323a-3p	2986.00	hsa-mir-323a	2986.00	159.00	1063.00	349.00	333.00	677.00	405.00	61.09	187.43	57.70	55.64	157.33	78.37
hsa-miR-323b-5p	0.00	hsa-mir-323b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	615.00	hsa-mir-323b	615.00	34.00	248.00	33.00	87.00	164.00	49.00	13.06	43.73	5.46	14.54	38.11	9.48
hsa-miR-324-3p	1818.00	hsa-mir-324	1818.00	137.00	310.00	344.00	456.00	299.00	272.00	52.64	54.66	56.87	76.19	69.49	52.63
hsa-miR-324-5p	2051.00	hsa-mir-324	2051.00	337.00	601.00	118.00	393.00	285.00	317.00	129.48	105.97	19.51	65.67	66.23	61.34
hsa-miR-325	0.00	hsa-mir-325	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	154.00	hsa-mir-326	154.00	14.00	41.00	20.00	30.00	45.00	4.00	5.38	7.23	3.31	5.01	10.46	0.77
hsa-miR-328-3p	7960.00	hsa-mir-328	7960.00	946.00	2191.00	1662.00	815.00	1348.00	998.00	363.46	386.33	274.76	136.18	313.27	193.11
hsa-miR-328-5p	4.00	hsa-mir-328	4.00	4.00	0	0	0	0	0	1.54	0	0	0	0	0
